_id,prefix,suffix,oldPart,newPart,prevSent,nextSent,label
ObjectID(5527ed83a21edceb734d62ca),"","Call of Duty 4: Modern Warfare have received critical acclaim from video game publications.","All three versions of","Upon release,","","The Xbox 360 version received an average score of 94% based on 72 reviews on the review aggregator Game Rankings, and an average score of 94 out of 100 based on 69 reviews on Metacritic. The PS3 version received an average score of 94% based on 43 reviews on Game Rankings, and an average score of 94 out of 100 based on 43 reviews on Metacritic. The Windows version was also received favorably, achieving an average score of 93% based on 39 reviews on Game Rankings, and an average score of 92 out of 100 based on 37 reviews on Metacritic.","Factual"
ObjectID(5527d7c7a21e5709f6e93bac),"","doorman at the entrance; an elevator operator; and a cab driver) saw Chapman standing in the shadows by the arch.","Three witnesses (Jose Perdomo, who was a","Jose Perdomo (who was the","They exited their limousine on the 72nd Street, even though a car could drive into the courtyard.","The Lennons walked past, and Ono opened the inner door — leaving Lennon alone inside the entrance archway.","Factual"
ObjectID(5527d626a21e4a5a1c937f64),"Today her house is still","on the bank of the Welland River, with a commemorative plaque in front.","an active dwelling","sucks an active  dick","Laura Ingersoll Secord died in 1868 at age 93 at the Village of Chippawa (today part of Niagara Falls, Ontario).","Laura and her husband attended Holy Trinity Church in Chippawa where their grave markers are presently located, as well as a few relics of the family.","Other"
ObjectID(5527e4b7a21edceb734d3262),"He is","Forest Lawn Memorial Park, in Glendale, California.","buried in","interred in the Skelton Family tomb in The Great Mausoleum's Sanctuary of Benediction, private room, at","At the time of his death, he lived in Anza, California.","Fraternity","Factual"
ObjectID(5527ec0ea21e3a63c2ac99f5),"He was buried that night at the Ronald Reagan Presidential","","library in California.","Library in Simi Valley, California .","Numerous other past and present world leaders attended the service, including Mikhail Gorbachev.","thumb|200px|Nancy Reagan lays her head on the flag draped casket of President Reagan.","Factual"
ObjectID(5527d856a21e5709f6e93d6f),"Doorman Jay Hastings ran out from his inside office to assist Lennon and","as Chapman calmly sat down on the sidewalk and waited.","immediately dialled 911,","summoned the police,","Lennon staggered up six steps to the room at the end of the entrance used by the concierge, said, ""I'm shot,"" and collapsed.","The doorman walked to Chapman and reportedly shouted, ""Do you know what you've done?"" before kicking the revolver across the sidewalk.","X"
ObjectID(5527df92a21e5709f6e95f51),"Saxo, along with writing in the Latin","adjusted the story to meet classical concepts of paganism and heroism.","language, also","language of the Romans,","Saxo seems to have been influenced at least in part by both of these stories.","Scholars have speculated about the story's ultimate source, but no clear candidate has been proposed.","Paraphrase"
ObjectID(5527ef74a21e5709f6e9bf11),"The chance that the child of a person with TS will have","times higher for a son than for a daughter.","the disorder is at least three","tics is 2 - 3","Gender appears to have a role in the expression of the genetic vulnerability.","Yet only a minority of the children who inherit the gene(s) will have symptoms severe enough to ever require medical attention.","Factual"
ObjectID(5527da03a21e3a63c2ac45a8),"In the first two seasons of Get Smart (1965-1967), Maxwell Smart","the opening credits and theme.","appears in a red one under","drives in a red 1965 model during","Amazingly, both the Miles and the Shelby prototypes survive today, along with a number of other historically significant Tigers.","Demise","Factual"
ObjectID(5527edeea21e3a63c2aca5b7),"","Reagan (February 6, 1911 &ndash; June 5, 2004) was the 40th President of the United States (1981&ndash;1989), the 33rd Governor of California (1967&ndash;1975).","Ronald Wilson","Ronald""I did not get a 27 on my ACT""","","Before entering politics, Reagan was also a sports broadcaster, a lifeguard, a newspaper columnist, a motion picture actor, head of the Screen Actors Guild, a television actor, and a motivational speaker.","Other"
ObjectID(5527e8d5a21e5709f6e98a1d),"On September 29, 1960, Khrushchev twice interrupted a speech by British Prime Minister Harold","","Macmillan by shouting out and pounding his desk.","Macmillan, removing his shoe and proceeding to bang his desk with it.","Khrushchev repeatedly disrupted the proceedings in the United Nations General Assembly in September-October 1960 by pounding his fists on the desk and shouting in Russian.","The unflappable Macmillan famously commented over his shoulder to Frederick Boland, the Assembly President (Ireland), that if Mr. Khrushchev wished to continue, he would like a translation.","Factual"
ObjectID(5527d61ba21e4a5a1c937e8a),"He was Member of Parliament for Ashton-under-Lyne from December 1916 to January 1920 and was President of the Board of Trade between","1919.","1916 and","December 1916 and May","In 1907, his management skills led to his recruitment by the struggling UERL which he quickly helped recover from a financial crisis and then managed during the London Underground's greatest period of expansion.","Early life and career in United States","Paraphrase"
ObjectID(5527e27ba21e5709f6e96c13),"It is","the counties of Devon and Somerset in South West England.","situated in","a hilly moorland area situated on the north coast of","miles).","Exmoor is named after its main river, the River Exe.","Factual"
ObjectID(5527d7cea21edceb734d0493),"Also, it has been shown","the risk of developing the disease.cite journal","to increase","that men with wives who worry a lot tend to develop the symptoms in record time.increase","MS likely occurs as a result of some combination of both environmental and genetic factors.","|author=Dyment DA, Ebers GC, Sadovnick AD","Other"
ObjectID(5527e06fa21e3a63c2ac6d0c),"United continued to struggle throughout 1989, with many of Ferguson's poor signings not","","reaching the expectations of the fans.","giving the fan's worth of money.","The following season (1987-88), United finished second.","There was speculation that Ferguson would be sacked at the beginning of 1990","Paraphrase"
ObjectID(5527e8a5a21e3a63c2ac8e6d),"These city","into three main areas: (1) the historic peninsula, (2) the areas north of the Golden Horn, and (3) the Asian side.","districts can be divided","districts, each of which forms a municipality with an elected mayor and council, can be grouped","Istanbul Province has 32 districts, of which 27 form the city proper of Istanbul, also called Greater Istanbul, administered by the Istanbul Metropolitan Municipality (or Municipality of Metropolitan Istanbul) (.","The historic peninsula of old Istanbul corresponds approximately to the extent of Constantinople in the 15th century; it comprises the districts of Eminönü and Fatih.","Factual"
ObjectID(5527e8c9a21e3a63c2ac8ee7),"In its long history, Istanbul served as the capital city of the Roman Empire","Empire"") (330–1204 and 1261–1453), the Latin Empire (1204–1261), and the Ottoman Empire (1453–1922).","(later ""Byzantine","(330–395), the Byzantine","It extends both on the European (Thrace) and on the Asian (Anatolia) side of the Bosphorus, and is thereby the only metropolis in the world which is situated on two continents.","The city was chosen as joint European Capital of Culture for 2010.","X"
ObjectID(5527dd25a21e4a5a1c939e12),"Italian troops invaded Greece on October 28, 1940, however within weeks they were driven from","Greek forces had pushed on to occupy much of southern Albania.","Greek territory, but","the territory, while","The Battle of Greece is usually regarded as a continuation of the Greco-Italian War.","In March 1941 a major Italian counterattack failed, and Germany, the main Axis power, was thus obliged to assist its ally.","Factual"
ObjectID(5527e1c9a21e0e4c0a9dc59e),"At the time Darwin was an important base for Allied","(2005).","war effort.Stevens","warships and a staging point for mov.Stevens","In the lead-up to the Japanese invasion of Java a force of 242 carrier and land-based aircraft attacked Darwin on 19 February 1942.","Pages 330–334.","Factual"
